0.001,1,42,4,-0.136715897,-0.136715897,-0.136715897,-0.136715897
0.001,2,43,2,-0.24732971,-0.250518362,-0.277382159,-0.252010556
0.001,3,81,2,-0.195426241,-0.294403029,-0.315177053,-0.281105151
0.001,4,49,2,-0.192235557,-0.249797372,-0.270334367,-0.323345322
0.001,5,121,2,-0.267876697,-0.2993934,-0.320676757,-0.337488734
0.001,6,48,4,-0.210521907,-0.204161864,-0.199602104,-0.211997212
0.001,7,112,3,-0.115289583,-0.052428679,-0.101775901,-0.217218241
0.001,8,76,2,-0.13008874,-0.240799572,-0.304043347,-0.276426877
0.001,9,70,2,-0.338966144,-0.357899844,-0.382930724,-0.387834451
0.001,10,96,2,-0.26143486,-0.302491704,-0.310540531,-0.374859643
0.001,11,70,4,-0.28819914,-0.261824333,-0.258806767,-0.263816697
0.001,12,46,2,-0.226365577,-0.231642646,-0.228033357,-0.239199697
0.001,13,37,2,-0.267344712,-0.2774525,-0.279046826,-0.296893844
0.001,14,74,2,-0.21936113,-0.222348434,-0.268920305,-0.235677338
0.001,15,32,2,-0.096642982,-0.096642982,-0.096642982,-0.096642982
0.001,16,119,2,-0.14966812,-0.219987432,-0.266900118,-0.243951604
0.001,17,33,3,-0.188188563,-0.188188563,-0.188188563,-0.188188563
0.001,18,129,3,-0.200238789,-0.032139506,-0.196683562,-0.179041478
0.001,19,40,2,-0.307880711,-0.312934605,-0.307880711,-0.310913047
0.001,20,38,2,-0.035213334,-0.035213334,-0.035213334,-0.035213334
0.001,21,58,2,-0.365955998,-0.377710949,-0.398517455,-0.396421729
0.001,22,56,2,-0.238464684,-0.252051669,-0.25262782,-0.277087965
0.001,23,73,2,-0.149487764,-0.252802115,-0.210014967,-0.204188511
0.001,24,41,2,-0.127183938,-0.127183938,-0.127183938,-0.127183938
0.001,25,113,5,-0.296893825,-0.15550518,-0.128457805,-0.075075462
0.001,26,93,2,-0.231485228,-0.285842769,-0.316190661,-0.342944416
0.001,27,86,2,-0.276228145,-0.313811531,-0.350392736,-0.330234245
0.001,28,68,2,-0.212216816,-0.324192142,-0.275794204,-0.297516541
0.001,29,73,3,-0.315950628,-0.277781925,-0.317412693,-0.305974193
0.001,30,80,3,-0.275524756,-0.182262687,-0.211937879,-0.250324948
0.001,31,95,2,-0.13477828103403164,-0.23818306114175222,-0.23634295912997522,-0.21624622838268234
0.001,32,48,2,-0.22338115999904773,-0.24514299650086868,-0.2531779178419282,-0.24418547827437692
0.001,33,67,2,-0.17430490927737502,-0.2456471648746056,-0.27840006882127205,-0.2746515190635328
0.001,34,129,3,-0.26972263746003333,-0.20159874731513652,-0.2172038059819536,-0.21696885370156632
0.001,35,77,4,-0.26934703324891396,-0.290058455056885,-0.26204769887185975,-0.26268185957056267
0.001,36,72,2,-0.08633204728982105,-0.17473850969769908,-0.09812504779733472,-0.23178632040826871
0.001,37,124,3,-0.22993606253417875,-0.17520999787985012,-0.23751429776056382,-0.18961626369767104
0.001,38,104,2,-0.28436122228204846,-0.2965891257568147,-0.3183649281729679,-0.3098480423868667
0.001,39,99,2,-0.0696113422477008,-0.22894843809731605,-0.21757364194030687,-0.21541665995260537
0.001,40,86,4,-0.36464498270666235,-0.36791425938892025,-0.3343111006512247,-0.3604349749267508
0.001,41,109,3,-0.20225710570346223,-0.1797893312545998,-0.18194219604592757,-0.2301327674555708
0.001,42,88,2,-0.08099689599855973,-0.19211736473609284,-0.22150611012371735,-0.21702731474585035
0.001,43,46,5,-0.23800790728442683,-0.24431244118680495,-0.247464708137994,-0.2376264966954782
0.001,44,135,2,-0.21015389600479836,-0.26693383402790677,-0.2859705880449292,-0.2613533529220686
0.001,45,77,2,-0.3092351845700777,-0.3877435636953697,-0.3942349216944348,-0.4009630465900271
0.001,46,114,3,-0.27853988069559543,-0.2722625433776811,-0.3229586836393291,-0.31270642171811336
0.001,47,88,2,-0.17156396949622194,-0.2445443517217338,-0.2058233715696975,-0.2467903958050716
0.001,48,95,4,-0.15228692037415903,-0.15192055301872964,-0.13526486631080087,-0.1719144826588844
0.001,49,101,4,-0.17990921588001854,-0.24565004446548364,-0.15845186778160514,-0.20368747774126197
0.001,50,86,2,-0.05016283844669274,-0.15205312248718647,-0.1490362162668175,-0.21997775279584827
0.001,51,111,4,-0.11422193287910529,-0.1141195530370361,-0.11342730869556375,-0.22220133616181745
0.001,52,109,2,-0.07575286072723827,-0.1462289745883423,-0.16481896882760783,-0.18891920204763069
0.001,53,73,2,-0.17562350971582605,-0.18707617423639075,-0.2586455958227064,-0.23237579634218458
0.001,54,105,5,-0.382015671413262,-0.3762048561151708,-0.3920699982750215,-0.36470993511968935
0.001,55,81,2,-0.24738421104747166,-0.3053180539511943,-0.2503302884163341,-0.2978790666181106
0.001,56,68,2,-0.13908432311044994,-0.27673015672737294,-0.2226886265730606,-0.2286320377788805
0.001,57,107,4,-0.19677423627635765,-0.2483317352112139,-0.1938655600861977,-0.2499658025923957
0.001,58,35,3,-0.07841144433340348,-0.07841144433340347,-0.07841144433340347,-0.07841144433340347
0.001,59,79,2,-0.1977281780250314,-0.2083397826177041,-0.2340015676390363,-0.26143814793570447
0.001,60,82,2,-0.06742665943944402,-0.09280486924207586,-0.1023682051649294,-0.18244891802835572
0.001,61,120,3,-0.17124996288936636,-0.1649068885153787,-0.2122137215925836,-0.24755571364890377
0.001,62,84,2,-0.26255978021636844,-0.32668990637744716,-0.27407321830582954,-0.38176100285137504
0.001,63,27,2,-0.26163685605515363,-0.26163685605515363,-0.26163685605515363,-0.26163685605515363
0.001,64,37,2,-0.25001346066076036,-0.25001346066076036,-0.25001346066076036,-0.25001346066076036
0.001,65,72,2,-0.28459718637848236,-0.30827409872801614,-0.3040833911705281,-0.32088986706375716
0.001,66,119,3,-0.24224701685939892,-0.23687111992713597,-0.26780837437055394,-0.2821855497181295
0.001,67,106,4,-0.3152810808106177,-0.15632999371567413,-0.14859012353637513,-0.23830462414571194
0.001,68,37,2,-0.2568787647480988,-0.2568787647480988,-0.2568787647480988,-0.2568787647480988
0.001,69,104,3,-0.17260497890222823,-0.1197486155372543,-0.17228128377619406,-0.16950187578976145
0.001,70,22,2,-0.12931543692418634,-0.12931543692418637,-0.12931543692418637,-0.12931543692418634
0.001,71,49,2,-0.2760166334578295,-0.307364933897359,-0.3138629253150983,-0.3479433320366667
0.001,72,83,2,-0.08863700597398014,-0.17027641422601872,-0.0946990669531512,-0.217391035094805
0.001,73,39,4,-0.015631992905552162,-0.015631992905552155,-0.01563199290555215,-0.015631992905552165
0.001,74,54,2,-0.1712990866781693,-0.2167334432848663,-0.2307521946859687,-0.2796413967138022
0.001,75,109,2,-0.2181734724708853,-0.23977181999785346,-0.2428643178521696,-0.270269533203836
0.001,76,47,3,-0.24188201538913484,-0.20236406908736462,-0.2072345854983183,-0.24483929526390313
0.001,77,70,2,-0.23665452926543057,-0.3088687251568134,-0.32380183195685475,-0.35422635604540564
0.001,78,25,2,-0.032262059203403665,-0.032262059203403665,-0.032262059203403665,-0.03226205920340368
0.001,79,85,2,-0.0848942858827908,-0.1683541169893059,-0.15482428976520377,-0.25078604707144325
0.001,80,91,2,-0.2220905677041715,-0.2875421914587059,-0.3016080509993148,-0.3352122032428956
0.001,81,73,2,-0.13953999801042383,-0.21946298771583117,-0.2128291447664598,-0.1719157504311224
0.001,82,41,2,-0.281045669961866,-0.281045669961866,-0.281045669961866,-0.281045669961866
0.001,83,122,2,-0.138501493875615,-0.15553704143085575,-0.22766432765671937,-0.29713365396767133
0.001,84,70,2,-0.421595542320353,-0.4461822303778524,-0.44767982907989323,-0.4559792218998657
0.001,85,111,3,-0.19411517333975137,-0.1427783546753721,-0.17480417305649998,-0.15094390689659665
0.001,86,48,2,-0.3465094964586034,-0.36650588243879056,-0.36088189888186295,-0.3660059727892859
0.001,87,64,2,-0.2834400031011229,-0.3373737255853902,-0.36012406995287694,-0.3202687606518551
0.001,88,107,4,-0.21317644377071532,-0.17998381988050072,-0.16877645419711318,-0.21584793415344175
0.001,89,181,3,-0.16165829490200426,-0.11137280796736822,-0.27738129926387534,-0.2839030273614304
0.001,90,112,2,-0.1957705897244477,-0.23032883081035627,-0.2790446084685704,-0.2643255158659777
0.001,91,57,3,-0.20234577177564883,-0.19417224901173968,-0.20887769925074406,-0.22084955919289345
0.001,92,56,2,-0.23402701975298928,-0.29055544371164316,-0.31696861802618204,-0.31112331031325496
0.001,93,77,2,-0.08710992103412785,-0.19174419352043273,-0.16916090238425535,-0.1970045227603178
0.001,94,28,3,-0.23766524898731517,-0.23766524898731514,-0.23766524898731514,-0.23766524898731517
0.001,95,149,4,-0.2504819419751781,-0.21012020086270566,-0.14942980626721158,-0.2779223896874165
0.001,96,82,4,-0.22706910873278335,-0.1846786335768541,-0.18072569662320542,-0.25941179028335404
0.001,97,109,3,-0.10585134736636356,-0.0731684389324015,-0.12225840579742431,-0.20237938121558535
0.001,98,102,3,-0.10178169845890975,-0.024212746262567284,-0.12293322635857613,-0.24307796005389518
0.001,99,73,2,-0.12291776940353033,-0.1944675703701844,-0.33046143854030297,-0.2901999134375178
0.001,100,93,2,-0.11206442109999348,-0.18438615859870142,-0.2248922178990282,-0.22751432601006272
0.001,101,53,2,-0.21008720891980714,-0.26150842427910886,-0.26966586023886935,-0.2711549369082311
0.001,102,69,3,-0.236662759127155,-0.20927087719383505,-0.24190881183639906,-0.27649851081860216
0.001,103,29,2,-0.11543202143640567,-0.11543202143640567,-0.11543202143640567,-0.11543202143640567
0.001,104,39,3,-0.09570011490695407,-0.09570011490695406,-0.09570011490695406,-0.09570011490695406
0.001,105,71,4,-0.2599092780716007,-0.23647723622125127,-0.20674906850439023,-0.23668926815605684
